Date,Open,High,Low,Close,Volume,Target_High
2006-12-07,123.73,123.99,122.92,122.96,72153364,123.62
2006-12-08,122.94,123.62,122.64,123.2,91401296,123.79
2006-12-11,123.2,123.79,123.13,123.56,45667761,123.59
2006-12-12,123.44,123.59,122.73,123.45,88916918,124.02
2006-12-13,123.92,124.02,123.31,123.59,63788231,124.76
2006-12-14,123.58,124.76,123.57,124.65,74360986,124.49
2006-12-15,124.26,124.49,123.93,124.02,81339694,124.48
2006-12-18,124.18,124.48,123.48,123.67,56198272,124.2
2006-12-19,123.3,124.2,122.99,123.91,74702137,124.28
2006-12-20,123.97,124.28,123.72,123.84,47607349,124.1
2006-12-21,123.96,124.1,123.11,123.37,55900852,123.4
2006-12-22,123.39,123.4,122.54,122.62,71254453,123.36
2006-12-26,122.66,123.36,122.64,123.33,37536108,124.24
2006-12-27,123.59,124.24,123.56,124.15,45612777,124.32
2006-12-28,124.08,124.32,123.71,123.9,42807219,124.18
2006-12-29,123.8,124.18,123.21,123.37,52192939,124.46
2007-01-03,123.94,124.46,122.47,123.16,108873668,123.75
2007-01-04,123.03,123.75,122.5,123.42,79937780,123.18
2007-01-05,123.12,123.18,122.31,122.44,88039354,123.19
2007-01-08,122.67,123.19,122.19,122.99,82276143,123.35
2007-01-09,123.1,123.35,122.33,122.89,86930150,123.32
2007-01-10,122.48,123.32,122.24,123.3,83203755,124.25
2007-01-11,123.31,124.25,123.26,123.85,63745991,124.76
2007-01-12,123.82,124.76,123.81,124.76,66166541,124.95
2007-01-16,124.63,124.95,124.35,124.53,51643674,124.97
2007-01-17,124.45,124.97,124.35,124.59,59229385,124.78
2007-01-18,124.7,124.78,124.0,124.18,78359317,124.64
2007-01-19,124.18,124.64,124.12,124.43,65411232,124.64
2007-01-22,124.63,124.64,123.65,124.05,69175620,124.63
2007-01-23,123.95,124.63,123.76,124.41,62090503,125.44
2007-01-24,124.54,125.44,124.51,125.41,64821105,125.38
2007-01-25,125.31,125.38,123.72,123.95,86054542,124.27
2007-01-26,124.21,124.27,123.33,123.85,85619143,124.41
2007-01-29,123.88,124.41,123.47,123.75,76009471,124.46
2007-01-30,124.03,124.46,123.76,124.4,80839102,125.57
2007-01-31,124.25,125.57,124.07,125.22,105496808,126.03
2007-02-01,125.59,126.03,125.37,125.99,79568616,126.29
2007-02-02,126.09,126.29,125.78,126.16,56944169,126.28
2007-02-05,126.06,126.28,125.74,126.2,52517559,126.35
2007-02-06,126.31,126.35,125.74,126.24,65527175,126.62
2007-02-07,126.42,126.62,125.96,126.5,63932407,126.42
2007-02-08,126.13,126.42,125.7,126.34,81096113,126.59
2007-02-09,126.37,126.59,124.9,125.4,90782581,125.48
2007-02-12,125.4,125.48,124.72,124.96,75374146,126.25
2007-02-13,125.24,126.25,125.23,126.03,73595201,127.09
2007-02-14,126.15,127.09,126.13,126.84,75832288,127.14
2007-02-15,126.9,127.14,126.67,127.02,44454669,126.98
2007-02-16,126.68,126.98,126.52,126.95,45735942,127.36
2007-02-20,126.79,127.36,125.5,127.22,65343049,127.25
2007-02-21,126.84,127.25,126.61,127.17,73458973,127.56
2007-02-22,127.23,127.56,126.46,127.07,90777301,127.01
2007-02-23,126.96,127.01,126.11,126.56,82635319,127.14
2007-02-26,127.04,127.14,126.11,126.46,80462549,125.63
2007-02-27,125.34,125.63,121.09,121.52,315616759,123.7
2007-02-28,122.32,123.7,121.78,122.76,203835370,123.04
2007-03-01,121.38,123.04,120.27,122.41,244332343,122.53
2007-03-02,122.01,122.53,120.81,120.82,186661563,121.59
2007-03-05,120.17,121.59,119.62,119.64,166042024,122.08
2007-03-06,120.89,122.08,119.97,121.7,164661569,122.39
2007-03-07,121.6,122.39,121.42,121.57,132298311,122.96
2007-03-08,122.44,122.96,122.03,122.61,135339946,123.2
2007-03-09,123.1,123.2,122.04,122.64,123706701,123.13
2007-03-12,122.35,123.13,122.11,122.81,92272196,122.64
2007-03-13,122.13,122.64,120.26,120.44,218793753,121.4
2007-03-14,120.61,121.4,119.14,121.33,266142594,121.96
2007-03-15,121.06,121.96,120.91,121.49,152021709,121.64
2007-03-16,121.36,121.64,120.33,120.69,140127267,122.26
2007-03-19,121.31,122.26,120.71,122.15,110449210,122.87
2007-03-20,122.04,122.87,121.93,122.79,95693531,125.14
2007-03-21,122.91,125.14,122.67,124.81,176128242,125.16
2007-03-22,124.99,125.16,124.4,124.71,136601405,125.28
2007-03-23,124.8,125.28,124.68,124.9,85439354,125.14
2007-03-26,125.01,125.14,123.79,124.73,130646301,124.69
2007-03-27,124.65,124.69,124.06,124.46,115469202,124.12
2007-03-28,123.84,124.12,123.05,123.55,175598187,124.25
2007-03-29,124.18,124.25,122.99,123.69,160137214,124.44
2007-03-30,123.93,124.44,122.46,123.72,147169655,124.12
2007-04-02,123.85,124.12,122.73,123.85,91205210,125.44
2007-04-03,124.54,125.44,124.51,125.17,94718360,125.41
2007-04-04,125.17,125.41,124.69,125.32,73487468,125.84
2007-04-05,125.15,125.84,125.11,125.67,53803475,126.15
2007-04-09,126.02,126.15,125.59,125.84,58718164,126.2
2007-04-10,125.74,126.2,125.7,125.99,65018041,126.21
2007-04-11,126.17,126.21,125.05,125.47,122313543,126.27
2007-04-12,125.21,126.27,124.86,126.03,133688688,126.58
2007-04-13,126.25,126.58,125.76,126.58,97779130,127.95
2007-04-16,127.04,127.95,127.03,127.8,95519138,128.42
2007-04-17,128.03,128.42,127.75,128.14,124483673,128.66
2007-04-18,127.72,128.66,127.69,128.3,101420835,128.42
2007-04-19,127.67,128.42,127.51,128.27,118653385,129.48
2007-04-20,129.11,129.48,128.1,129.48,142486904,129.57
2007-04-23,129.25,129.57,128.9,128.98,89060327,129.28
2007-04-24,129.13,129.28,128.35,129.03,131406625,130.39
2007-04-25,129.57,130.39,128.94,130.23,125317344,130.5
2007-04-26,130.24,130.5,129.89,130.38,101884690,130.46
2007-04-27,129.88,130.46,129.66,130.28,124198633,130.46
2007-04-30,130.37,130.46,129.1,129.18,115963007,130.22
2007-05-01,129.3,130.22,128.64,129.52,154330715,130.63
2007-05-02,129.72,130.63,129.59,130.29,100076714,131.01
2007-05-03,130.65,131.01,129.85,130.97,100860182,131.65
2007-05-04,131.32,131.65,130.86,131.48,110684958,131.73
2007-05-07,131.44,131.73,131.37,131.5,73110875,131.48
2007-05-08,131.17,131.48,130.79,131.32,93597707,133.12
2007-05-09,131.22,133.12,130.98,131.69,118176136,131.57
2007-05-10,131.31,131.57,130.04,130.31,176433496,131.49
2007-05-11,130.47,131.49,130.44,131.42,130188768,131.81
2007-05-14,131.42,131.81,130.5,131.12,124047626,132.13
2007-05-15,131.28,132.13,130.84,131.16,207716166,132.1
2007-05-16,131.36,132.1,130.99,132.07,131633255,132.39
2007-05-17,131.89,132.39,131.64,131.81,116590273,132.96
2007-05-18,132.43,132.96,132.25,132.96,113856704,133.5
2007-05-21,132.92,133.5,132.85,132.89,113251341,133.43
2007-05-22,133.02,133.43,132.75,132.79,94453062,133.74
2007-05-23,133.23,133.74,132.73,132.81,153773520,133.48
2007-05-24,132.88,133.48,131.32,131.6,215547872,132.44
2007-05-25,131.97,132.44,131.71,132.16,95630257,132.85
2007-05-29,132.37,132.85,131.93,132.63,96378996,133.77
2007-05-30,131.94,133.77,131.85,133.72,150710884,134.05
2007-05-31,133.86,134.05,133.39,133.58,132902923,134.52
2007-06-01,134.04,134.52,133.75,134.23,123761128,134.51
2007-06-04,133.77,134.51,133.72,134.25,89624665,134.06
2007-06-05,133.92,134.06,133.15,133.73,146891605,133.23
2007-06-06,133.2,133.23,132.2,132.28,188433462,132.85
2007-06-07,132.03,132.85,129.86,129.89,266926561,131.72
2007-06-08,130.25,131.72,129.88,131.59,203164560,132.38
2007-06-11,131.49,132.38,131.28,131.81,117704924,132.02
2007-06-12,131.25,132.02,130.29,130.38,270646544,132.48
2007-06-13,131.09,132.48,130.44,132.32,221840062,133.39
2007-06-14,132.47,133.39,132.45,133.15,168484079,133.86
2007-06-15,133.41,133.86,133.22,133.35,177272131,133.64
2007-06-18,133.64,133.64,132.99,133.18,101745918,133.64
2007-06-19,132.9,133.64,132.73,133.53,127565050,133.79
2007-06-20,133.79,133.79,131.51,131.67,203461089,132.52
2007-06-21,131.62,132.52,130.89,132.41,235634751,132.22
2007-06-22,132.0,132.22,130.55,131.14,235499830,131.77
2007-06-25,130.88,131.77,129.82,130.53,266392682,131.07
2007-06-26,130.86,131.07,129.17,129.18,227793707,131.16
2007-06-27,129.03,131.16,128.98,131.01,245232598,131.91
2007-06-28,130.99,131.91,130.4,130.99,181027845,132.12
2007-06-29,131.46,132.12,129.94,131.04,229235567,132.35
2007-07-02,131.43,132.35,131.34,132.23,118642821,132.85
2007-07-03,132.57,132.85,132.42,132.71,62041596,132.91
2007-07-05,132.77,132.91,132.1,132.57,102482030,133.44
2007-07-06,132.75,133.44,132.36,133.26,93104023,133.62
2007-07-09,133.43,133.62,132.96,133.28,83047595,132.95
2007-07-10,132.67,132.95,131.34,131.48,207036326,132.46
2007-07-11,131.32,132.46,131.11,132.42,201578756,134.81
2007-07-12,132.74,134.81,132.71,134.51,153682629,135.44
2007-07-13,134.65,135.44,134.51,134.89,128327485,135.5
2007-07-16,135.02,135.5,134.66,134.87,112932487,135.9
2007-07-17,134.97,135.9,134.74,134.81,144865106,134.85
2007-07-18,134.37,134.85,133.56,134.56,273071206,135.5
2007-07-19,135.21,135.5,134.81,135.1,166730567,135.25
2007-07-20,134.93,135.25,132.67,133.74,281812089,134.78
2007-07-23,134.32,134.78,133.56,134.13,139105681,134.42
2007-07-24,133.39,134.42,131.33,131.81,294864641,132.76
2007-07-25,132.44,132.76,130.89,132.08,304436981,131.36
2007-07-26,130.84,131.36,127.53,128.94,536744622,129.69
2007-07-27,129.1,129.69,126.37,126.41,485543166,128.77
2007-07-30,127.12,128.77,126.55,128.41,324872907,130.21
2007-07-31,129.21,130.21,126.36,126.94,363854305,128.07
2007-08-01,126.47,128.07,125.41,127.57,536833527,128.72
2007-08-02,127.86,128.72,126.53,128.58,338350090,128.56
2007-08-03,128.31,128.56,124.73,125.27,412549515,127.92
2007-08-06,125.64,127.92,124.17,127.37,373040820,129.8
2007-08-07,127.13,129.8,126.52,128.73,322205148,131.18
2007-08-08,129.29,131.18,128.37,130.53,315589990,129.75
2007-08-09,128.44,129.75,126.55,126.63,411153838,127.63
2007-08-10,125.79,127.63,124.65,126.07,471803770,127.98
2007-08-13,127.63,127.98,126.34,126.52,208901474,127.24
2007-08-14,126.92,127.24,124.34,124.58,303197270,125.86
2007-08-15,124.34,125.86,122.5,122.86,371725638,124.53
2007-08-16,121.77,124.53,119.35,123.8,627601387,129.23
2007-08-17,126.74,129.23,123.17,126.07,445631472,126.71
2007-08-20,126.46,126.71,124.81,126.01,215023090,127.16
2007-08-21,125.98,127.16,125.58,126.27,180294841,127.89
2007-08-22,127.19,127.89,126.59,127.75,198764763,128.62
2007-08-23,128.37,128.62,126.84,127.65,234072248,129.21
2007-08-24,127.61,129.21,127.44,129.21,147965104,129.21
2007-08-27,128.8,129.21,127.83,128.01,129739374,127.41
2007-08-28,127.33,127.41,124.97,125.19,252295407,127.84
2007-08-29,125.77,127.84,125.42,127.66,238364120,128.23
2007-08-30,126.69,128.23,126.57,127.33,220185003,129.37
2007-08-31,128.62,129.37,127.92,128.57,212907611,130.66
2007-09-04,128.46,130.66,128.42,129.88,137817903,129.24
2007-09-05,129.09,129.24,128.06,128.75,190850107,129.47
2007-09-06,128.89,129.47,128.17,129.03,146790252,127.98
2007-09-07,127.61,127.98,126.53,127.25,270267857,127.82
2007-09-10,127.65,127.82,125.74,127.01,220825027,128.66
2007-09-11,127.4,128.66,127.31,128.49,186052119,129.32
2007-09-12,128.32,129.32,128.04,128.81,171715021,130.2
2007-09-13,129.41,130.2,129.09,129.73,176865633,129.88
2007-09-14,128.9,129.88,128.7,129.72,139940318,129.71
2007-09-17,129.2,129.71,128.6,129.01,126119536,132.85
2007-09-18,129.65,132.85,129.03,132.82,302766820,134.51
2007-09-19,133.65,134.51,133.03,133.62,222437896,133.67
2007-09-20,133.6,133.67,132.52,132.67,201095105,133.39
2007-09-21,133.03,133.39,132.19,132.4,162384394,133.12
2007-09-24,132.79,133.12,131.87,132.16,160073354,132.13
2007-09-25,131.37,132.13,131.08,131.9,163340766,133.08
2007-09-26,132.64,133.08,131.9,132.58,155641052,133.37
2007-09-27,133.2,133.37,132.58,133.36,117903513,133.46
2007-09-28,133.14,133.46,132.41,132.92,153096447,134.81
2007-10-01,132.94,134.81,132.85,134.43,170073902,134.71
2007-10-02,134.68,134.71,133.99,134.24,129687167,134.53
2007-10-03,133.99,134.53,133.29,133.96,136662980,134.4
2007-10-04,134.26,134.4,133.8,134.17,88231792,135.98
2007-10-05,135.06,135.98,134.69,135.78,154488166,135.47
2007-10-08,135.39,135.47,134.83,135.05,81821983,136.34
2007-10-09,135.56,136.34,135.06,136.32,107963908,136.29
2007-10-10,135.92,136.29,135.4,136.09,116753105,137.24
2007-10-11,136.71,137.24,134.62,135.45,268065617,136.21
2007-10-12,135.44,136.21,135.27,136.19,142965814,136.22
2007-10-15,136.14,136.22,134.1,135.04,184984519,136.32
2007-10-16,134.53,136.32,133.71,133.96,191153058,135.11
2007-10-17,135.01,135.11,132.83,134.39,248733057,134.33
2007-10-18,133.69,134.33,133.36,133.88,170412786,136.32
2007-10-19,133.36,136.32,130.39,130.4,341118237,131.33
2007-10-22,129.68,131.33,129.51,131.13,300735379,132.38
2007-10-23,131.94,132.38,130.89,132.21,206717793,132.19
2007-10-24,131.74,132.19,128.93,131.96,375008824,132.67
2007-10-25,132.12,132.67,130.57,132.28,272479738,133.83
2007-10-26,133.34,133.83,132.33,133.83,202592444,134.55
2007-10-29,134.09,134.55,133.77,134.28,122641601,133.93
2007-10-30,133.69,133.93,133.16,133.34,152648117,135.27
2007-10-31,134.14,135.27,133.14,134.71,253631272,133.65
2007-11-01,133.55,133.65,131.18,131.58,382294003,132.43
2007-11-02,132.01,132.43,129.99,131.73,380213419,131.69
2007-11-05,130.37,131.69,128.93,130.72,260394115,132.52
2007-11-06,131.42,132.52,130.59,132.48,204095261,132.52
2007-11-07,131.05,132.52,128.53,128.85,351988502,130.07
2007-11-08,128.92,130.07,126.38,128.21,429896284,128.53
2007-11-09,126.92,128.53,126.24,126.44,318820685,127.73
2007-11-12,126.5,127.73,125.17,125.17,279038108,129.2
2007-11-13,126.63,129.2,126.51,128.99,219381700,130.15
2007-11-14,130.0,130.15,127.87,128.64,264656049,128.49
2007-11-15,127.69,128.49,125.91,126.78,302022504,127.6
2007-11-16,127.47,127.6,125.96,127.01,354435107,126.62
2007-11-19,126.55,126.62,124.72,125.23,307342782,126.77
2007-11-20,125.47,126.77,123.81,126.01,476107302,125.37
2007-11-21,124.63,125.37,123.42,123.43,297529272,125.74
2007-11-23,124.63,125.74,124.32,125.57,89177622,126.23
2007-11-26,125.83,126.23,122.53,122.78,245915363,124.76
2007-11-27,123.47,124.76,122.78,124.21,337365017,128.48
2007-11-28,125.62,128.48,125.58,128.18,297414706,128.68
2007-11-29,127.74,128.68,127.28,128.23,228901939,130.56
2007-11-30,129.84,130.56,128.36,129.51,255873713,129.33
2007-12-03,129.08,129.33,128.32,128.65,168086024,128.53
2007-12-04,127.76,128.53,127.47,127.51,156725827,129.98
2007-12-05,128.87,129.98,128.78,129.64,196438334,131.74
2007-12-06,129.48,131.74,129.43,131.49,177397791,131.98
2007-12-07,131.91,131.98,131.14,131.47,171012663,132.64
2007-12-10,131.79,132.64,131.42,132.49,142240054,133.18
2007-12-11,132.54,133.18,128.78,128.85,287370040,132.22
2007-12-12,131.6,132.22,128.24,130.13,370120489,130.15
2007-12-13,129.2,130.15,128.33,129.86,272746698,129.89
2007-12-14,128.87,129.89,128.15,128.22,182689921,127.96
2007-12-17,127.73,127.96,126.21,126.38,203485622,127.61
2007-12-18,127.28,127.61,125.42,127.08,281886430,127.98
2007-12-19,127.13,127.98,126.28,127.08,228334947,127.95
2007-12-20,127.93,127.95,126.47,127.89,246582511,129.3
2007-12-21,128.4,129.3,128.14,129.03,167695577,130.23
2007-12-24,129.65,130.23,129.35,130.01,52345294,130.41
2007-12-26,129.5,130.41,129.37,130.29,77044148,129.83
2007-12-27,129.82,129.83,128.35,128.64,141169427,129.47
2007-12-28,129.4,129.47,127.98,128.33,133612152,128.59
2007-12-31,128.15,128.59,127.24,127.37,124117556,128.05
2008-01-02,127.66,128.05,125.34,126.27,235243393,126.73
2008-01-03,126.26,126.73,125.51,126.21,143639182,124.95
2008-01-04,124.86,124.95,122.75,123.1,266690161,123.92
2008-01-07,123.54,123.92,122.06,122.99,269743673,124.5
2008-01-08,123.78,124.5,120.62,121.01,374633107,122.65
2008-01-09,121.17,122.65,119.95,122.3,346560367,124.41
2008-01-10,121.69,124.41,121.4,123.08,385347861,123.62
2008-01-11,122.64,123.62,121.09,122.11,306574476,123.58
2008-01-14,122.96,123.58,122.33,123.07,195560925,123.25
2008-01-15,121.77,123.25,120.14,120.37,276017540,121.2
2008-01-16,119.65,121.2,118.73,119.34,434999599,120.12
2008-01-17,120.06,120.12,115.79,116.24,457324791,117.61
2008-01-18,117.38,117.61,114.21,115.05,400110096,115.37
2008-01-22,110.83,115.37,109.75,113.87,500394039,116.91
2008-01-23,110.71,116.91,110.49,116.61,587619645,118.0
2008-01-24,117.17,118.0,116.13,117.6,298393054,119.15
2008-01-25,118.94,119.15,115.52,115.9,309475521,118.06
2008-01-28,116.08,118.06,115.05,117.8,250164819,118.89
2008-01-29,118.57,118.89,117.5,118.39,193957541,120.7
2008-01-30,118.11,120.7,117.27,117.53,384473234,120.7
2008-01-31,116.21,120.7,116.03,119.66,394507569,121.62
2008-02-01,120.18,121.62,119.79,121.59,237433741,121.35
2008-02-04,121.28,121.35,119.9,120.07,143135256,118.71
2008-02-05,118.42,118.71,116.44,116.86,329309394,117.81
2008-02-06,117.25,117.81,115.35,115.91,287882596,117.41
2008-02-07,114.82,117.41,114.76,116.68,341544898,116.94
2008-02-08,115.94,116.94,115.09,115.93,254422268,116.95
2008-02-11,115.95,116.95,115.03,116.51,216464708,118.75
2008-02-12,117.53,118.75,116.73,117.6,294610923,119.43
2008-02-13,118.48,119.43,117.71,118.81,208878946,119.35
2008-02-14,119.31,119.35,117.41,117.74,247034031,118.57
2008-02-15,117.22,118.57,116.18,117.71,176901582,119.27
2008-02-19,119.09,119.27,117.28,118.06,166662106,119.86
2008-02-20,116.74,119.86,116.52,118.4,253350041,119.36
2008-02-21,119.06,119.36,116.8,117.41,230784591,118.34
2008-02-22,117.58,118.34,115.73,118.14,235881000,119.91
2008-02-25,118.07,119.91,117.4,119.62,218221843,121.04
2008-02-26,119.14,121.04,118.93,120.54,243835480,121.22
2008-02-27,119.82,121.22,119.68,120.41,193299795,120.2
2008-02-28,119.54,120.2,118.98,119.25,196095199,119.36
2008-02-29,118.13,119.36,115.67,116.58,290089100,116.57
2008-03-03,115.99,116.57,115.22,116.29,224542839,116.21
2008-03-04,115.21,116.21,114.11,115.85,324293844,117.39
2008-03-05,116.22,117.39,115.29,116.59,310712301,116.05
2008-03-06,115.84,116.05,113.73,114.18,284575764,114.77
2008-03-07,112.92,114.77,112.01,112.99,374710897,113.2
2008-03-10,113.09,113.2,111.16,111.52,270538533,115.63
2008-03-11,113.87,115.63,111.26,115.52,392435698,116.53
2008-03-12,115.64,116.53,114.27,114.43,263051674,115.55
2008-03-13,112.91,115.55,112.03,114.69,403921031,115.69
2008-03-14,115.67,115.69,111.32,112.91,556368129,112.61
2008-03-17,110.27,112.61,109.81,111.76,465252410,116.46
2008-03-18,113.79,116.46,113.24,116.4,383873303,117.31
2008-03-19,116.87,117.31,113.29,113.52,397137199,115.78
2008-03-20,113.3,115.78,112.61,115.07,281601045,118.31
2008-03-24,116.13,118.31,116.06,117.37,240035628,118.08
2008-03-25,117.48,118.08,116.53,117.47,221482070,117.66
2008-03-26,117.17,117.66,115.96,116.03,226058760,117.15
2008-03-27,116.92,117.15,115.3,115.67,258450991,116.18
2008-03-28,115.85,116.18,114.18,114.57,207674679,115.64
2008-03-31,114.37,115.64,114.2,114.97,191344148,119.22
2008-04-01,116.47,119.22,116.3,119.03,292192181,119.93
2008-04-02,119.4,119.93,118.46,119.1,242102327,119.71
2008-04-03,118.42,119.71,118.22,119.38,201896290,120.2
2008-04-04,119.45,120.2,118.59,119.27,234712554,120.73
2008-04-07,120.11,120.73,119.13,119.32,177212745,119.48
2008-04-08,118.65,119.48,118.43,119.2,170963560,119.18
2008-04-09,119.03,119.18,117.51,118.33,224539353,119.07
2008-04-10,117.94,119.07,117.52,118.49,221505795,118.46
2008-04-11,117.16,118.46,115.87,116.2,255948749,116.32
2008-04-14,116.02,116.32,115.47,115.79,184261498,116.46
2008-04-15,116.35,116.46,115.28,116.06,197883741,119.29
2008-04-16,117.21,119.29,117.11,119.23,217259720,119.55
2008-04-17,118.49,119.55,118.18,119.39,206284414,121.57
2008-04-18,121.03,121.57,120.45,120.65,250849021,121.07
2008-04-21,120.42,121.07,119.25,120.71,136125259,120.55
2008-04-22,120.38,120.55,119.05,120.18,186148772,120.89
2008-04-23,120.3,120.89,119.45,119.97,221897448,121.73
2008-04-24,120.29,121.73,119.38,120.5,263304515,121.86
2008-04-25,121.43,121.86,120.15,121.61,219003654,122.19
2008-04-28,121.85,122.19,121.41,121.64,121236119,121.72
2008-04-29,121.41,121.72,120.77,121.17,144076272,122.49
2008-04-30,121.34,122.49,120.45,120.45,239215421,122.93
2008-05-01,120.57,122.93,120.46,122.93,214976199,124.04
2008-05-02,124.01,124.04,122.46,123.27,208440151,123.36
2008-05-05,122.87,123.36,122.34,122.68,136036845,123.89
2008-05-06,121.97,123.89,121.7,123.75,205862331,123.74
2008-05-07,123.61,123.74,121.21,121.54,228736816,122.25
2008-05-08,121.73,122.25,121.07,121.24,204693028,121.41
2008-05-09,120.76,121.41,120.63,121.0,175156098,122.46
2008-05-12,121.3,122.46,120.86,122.39,173229666,122.73
2008-05-13,122.65,122.73,121.72,122.4,182677305,123.89
2008-05-14,122.89,123.89,122.39,122.64,208813459,124.25
2008-05-15,122.86,124.25,122.68,124.17,191613782,124.47
2008-05-16,124.46,124.47,123.36,124.28,234441321,125.73
2008-05-19,124.42,125.73,123.99,124.61,190210001,124.02
2008-05-20,123.96,124.02,122.82,123.61,204958037,123.82
2008-05-21,123.54,123.82,121.09,121.51,290100197,122.12
2008-05-22,121.45,122.12,121.09,121.53,196082883,121.67
2008-05-23,121.14,121.67,119.79,119.9,208268739,121.09
2008-05-27,120.05,121.09,119.8,120.81,193216027,121.97
2008-05-28,121.25,121.97,120.23,121.35,208098727,122.76
2008-05-29,121.21,122.76,121.17,121.97,199649214,122.61
2008-05-30,122.39,122.61,121.91,122.28,134718558,121.83
2008-06-02,121.81,121.83,120.23,121.0,207848228,121.63
2008-06-03,121.35,121.63,119.54,120.3,312283287,121.24
2008-06-04,119.95,121.24,119.73,120.24,283214642,122.73
2008-06-05,120.74,122.73,120.5,122.64,273045117,121.78
2008-06-06,121.56,121.78,118.68,118.74,441106818,119.77
2008-06-09,119.24,119.77,117.95,119.03,262021744,119.43
2008-06-10,118.19,119.43,117.91,118.42,298720866,118.72
2008-06-11,118.45,118.72,116.68,116.69,326074595,118.36
2008-06-12,117.27,118.36,116.31,117.16,290177042,118.95
2008-06-13,117.74,118.95,117.13,118.62,280919689,119.29
2008-06-16,118.08,119.29,118.0,118.69,213315179,119.45
2008-06-17,119.41,119.45,117.93,118.1,220100727,118.06
2008-06-18,117.34,118.06,116.47,116.97,306452762,117.8
2008-06-19,116.88,117.8,114.99,117.13,349315317,115.94
2008-06-20,115.72,115.94,114.32,114.62,332056571,115.21
2008-06-23,115.08,115.21,114.39,114.51,189534578,115.38
2008-06-24,114.17,115.38,113.42,114.3,306831615,116.21
2008-06-25,114.75,116.21,114.32,114.83,330424447,114.48
2008-06-26,113.75,114.48,111.58,111.7,341812831,112.26
2008-06-27,111.74,112.26,110.66,111.12,348296539,112.3
2008-06-30,111.42,112.3,110.9,111.51,297175057,111.91
2008-07-01,110.22,111.91,109.69,111.83,446095143,112.52
2008-07-02,112.2,112.52,109.71,109.91,334292112,110.73
2008-07-03,110.73,110.73,108.89,110.03,274758484,110.94
2008-07-07,110.44,110.94,107.94,108.91,427505365,110.98
2008-07-08,108.89,110.98,108.19,110.85,431865224,111.28
2008-07-09,111.09,111.28,108.35,108.71,386597521,109.6
2008-07-10,108.39,109.6,107.67,109.16,501025926,109.66
2008-07-11,107.99,109.66,106.7,107.89,552277977,109.35
2008-07-14,109.13,109.35,106.62,106.92,370447937,107.6
2008-07-15,106.11,107.6,104.55,105.4,576817372,108.51
2008-07-16,105.81,108.51,105.5,107.98,426605035,109.99
2008-07-17,109.02,109.99,108.1,109.08,431021709,110.13
2008-07-18,109.9,110.13,109.03,109.74,306521001,110.45
2008-07-21,110.21,110.45,109.07,109.79,255822137,111.34
2008-07-22,109.03,111.34,108.77,111.07,340813230,112.51
2008-07-23,111.42,112.51,111.13,111.64,357795305,111.86
2008-07-24,111.79,111.86,109.04,109.36,285404956,110.19
2008-07-25,109.66,110.19,109.05,109.33,251538208,109.8
2008-07-28,109.36,109.8,107.53,107.72,235550279,110.09
2008-07-29,108.0,110.09,107.72,110.01,300179526,112.03
2008-07-30,110.73,112.03,110.01,111.97,407167904,112.0
2008-07-31,110.99,112.0,110.31,110.48,318427124,110.88
2008-08-01,110.74,110.88,109.31,109.89,285484259,109.88
2008-08-04,109.78,109.88,108.69,108.89,216092216,111.99
2008-08-05,109.76,111.99,108.87,111.81,288836940,112.65
2008-08-06,111.54,112.65,111.07,112.31,240546480,112.42
2008-08-07,111.49,112.42,110.24,110.64,282739535,113.2
2008-08-08,110.27,113.2,110.09,112.71,299383017,114.57
2008-08-11,112.79,114.57,112.58,113.87,286313294,113.86
2008-08-12,113.5,113.86,112.15,112.69,244731001,112.94
2008-08-13,112.2,112.94,111.23,112.0,294396078,113.5
2008-08-14,111.38,113.5,111.29,112.84,274983973,113.68
2008-08-15,113.2,113.68,112.65,113.41,207774221,113.66
2008-08-18,113.63,113.66,111.22,111.84,197752806,111.61
2008-08-19,111.01,111.61,110.23,110.62,223463868,111.48
2008-08-20,110.98,111.48,110.06,111.15,258846981,111.89
2008-08-21,110.41,111.89,110.29,111.34,207320118,112.94
2008-08-22,112.09,112.94,111.34,112.94,192518612,112.94
2008-08-25,112.21,112.94,110.41,110.65,197364572,111.4
2008-08-26,110.65,111.4,110.27,110.98,182648981,112.24
2008-08-27,111.13,112.24,110.9,112.05,196326708,113.54
2008-08-28,112.63,113.54,112.05,113.42,192314076,113.39
2008-08-29,113.01,113.39,111.95,112.2,217192197,113.87
2008-09-02,113.28,113.87,111.11,111.52,289807246,111.94
2008-09-03,111.41,111.94,110.56,111.41,289210486,110.84
2008-09-04,110.6,110.84,107.98,108.04,390785921,108.85
2008-09-05,107.42,108.85,106.26,108.38,332330830,111.71
2008-09-08,111.55,111.71,108.38,110.62,418002692,110.96
2008-09-09,110.72,110.96,106.98,107.36,433129465,108.82
2008-09-10,107.92,108.82,106.76,107.79,343123222,109.56
2008-09-11,106.37,109.56,105.93,109.36,430882587,109.94
2008-09-12,108.26,109.94,107.89,109.83,341900331,109.49
2008-09-15,105.96,109.49,104.44,104.61,555127464,106.54
2008-09-16,102.11,106.54,101.93,106.35,667778247,106.15
2008-09-17,104.23,106.15,101.06,101.58,716392871,106.1
2008-09-18,102.85,106.1,99.12,104.59,890894046,111.52
2008-09-19,110.38,111.52,101.5,108.12,575261388,108.68
2008-09-22,108.41,108.68,104.85,105.69,286933942,106.28
